COD_FACTURA,DATE_FACTURA,DESC_PRODUCTE,COD_PROVEIDOR,F_QUANTITAT,F_IVA,F_PREU_SENSE_IVA_UNITAT,F_PVP_UNITAT,F_TOTAL_SENSE_IVA,F_PVP_TOTAL
FRA 177,2023-02-27,22900 TIRA 3 LEDS,CREAL,1,0.21,4.58,5.8,4.58,5.8
FRA 177,2023-02-27,RAJOLA HIDRÀULICA,W&M,2,0.21,4.98,6.3,9.95,12.6
FRA 176,2023-02-27,72800 MAQ. ESCRIURE,CREAL,1,0.21,3.0,3.8,3.0,3.8
FRA 176,2023-02-27,76132 CISTELLA LLENYA,CREAL,1,0.21,1.98,2.5,1.98,2.5
FRA 176,2023-02-27,73998 PARAGÜERO,CREAL,1,0.21,5.13,6.5,5.13,6.5
FRA 176,2023-02-27,HER19 MONTAT,JACOMINIS,1,0.21,17.78,22.5,17.78,22.5
FRA 175,2023-02-27,2648 SR. TRAJE,CREAL,1,0.21,8.69,11.0,8.69,11.0
FRA 174,2023-02-23,ROSETÓ + 4 PCS,ALLAU,1,0.21,21.33,27.0,21.33,27.0
FRA 174,2023-02-23,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 173,2023-02-23,RESTO MONTAJE CASA,MÀ D'OBRA,1,0.21,47.4,60.0,47.4,60.0
FRA 172,2023-02-22,29520 NENA,CREAL,1,0.21,5.45,6.9,5.45,6.9
FRA 171,2023-02-21,BOLSA,VARIS,1,0.21,0.08,0.1,0.08,0.1
FRA 171,2023-02-21,TEJAS (TIRA GR.),VEGA,1,0.21,7.11,9.0,7.11,9.0
FRA 171,2023-02-21,30708 BILLAR NEGRO,CREAL,1,0.21,22.83,28.9,22.83,28.9
FRA 170,2023-02-21,24840 LAMP. 12 BRAÇOS,CREAL,1,0.21,82.0,103.8,82.0,103.8
FRA 170,2023-02-21,24946 LAMP. SOSTRE,CREAL,1,0.21,11.77,14.9,11.77,14.9
FRA 170,2023-02-21,2 2467 LAMP. TAULA,CREAL,2,0.21,6.4,8.1,12.8,16.2
FRA 170,2023-02-21,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 169,2023-02-21,365070 CAVALLET,CREAL,1,0.21,39.26,49.7,39.26,49.7
FRA 169,2023-02-21,ESCALA CARGOL,ALLAU,1,0.21,45.82,58.0,45.82,58.0
FRA 169,2023-02-21,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 169,2023-02-21,385470 MOBLE REBEDOR,CREAL,1,0.21,62.02,78.5,62.02,78.5
FRA 169,2023-02-21,MANIQUÍ 360570 ,CREAL,2,0.21,28.91,36.6,57.83,73.2
FRA 169,2023-02-21,24873 CHANDELIER PALAU,CREAL,1,0.21,50.09,63.4,50.09,63.4
FRA 169,2023-02-21,392971 MAQ. ESCURABUTXAQUES,CREAL,1,0.21,94.56,119.7,94.56,119.7
FRA 169,2023-02-21,24875 LAMP. BILLAR,CREAL,2,0.21,19.28,24.4,38.55,48.8
FRA 168,2023-02-21,TABURETE MODERNISTA,ALLAU,1,0.21,6.28,7.95,6.28,7.95
FRA 168,2023-02-21,PIEZAS EXTRA TOCADOR,ALLAU,1,0.21,6.32,8.0,6.32,8.0
FRA 168,2023-02-21,27989 RELOJ PIE S/P,CREAL,1,0.21,8.77,11.1,8.77,11.1
FRA 168,2023-02-21,ESCRITORIO MODERNISTA,ALLAU,1,0.21,14.97,18.95,14.97,18.95
FRA 168,2023-02-21,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 167,2023-02-21,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 167,2023-02-21,82039 FINESTRA,CREAL,1,0.21,6.64,8.4,6.64,8.4
FRA 167,2023-02-21,2212 LAMP. PARET LED,CREAL,2,0.21,15.09,19.1,30.18,38.2
FRA 166,2023-02-21,MANIQUÍ (SB),MCQUEENIE,1,0.21,9.48,12.0,9.48,12.0
FRA 166,2023-02-21,MARC + PETIT,CREAL,2,0.21,2.53,3.2,5.06,6.4
FRA 166,2023-02-21,79631,CREAL,2,0.21,2.29,2.9,4.58,5.8
FRA 166,2023-02-21,79724,CREAL,2,0.21,3.16,4.0,6.32,8.0
FRA 166,2023-02-21,79717,CREAL,2,0.21,2.69,3.4,5.37,6.8
FRA 166,2023-02-21,79716 CORNISA,CREAL,2,0.21,3.48,4.4,6.95,8.8
FRA 166,2023-02-21,7141 2 ANGLES,CREAL,1,0.21,7.74,9.8,7.74,9.8
FRA 166,2023-02-21,POM PETIT,STREETS AHEAD,10,0.21,0.47,0.6,4.74,6.0
FRA 166,2023-02-21,797547 TIRADORS,CREAL,4,0.21,1.42,1.8,5.69,7.2
FRA 166,2023-02-21,D1691 SUPORT BARRETS,STREETS AHEAD,2,0.21,1.58,2.0,3.16,4.0
FRA 166,2023-02-21,43111 PATAS CABRIOLE,VEGA,2,0.21,4.98,6.3,9.95,12.6
FRA 166,2023-02-21,43112 PATAS CABRIOLE,VEGA,2,0.21,4.98,6.3,9.95,12.6
FRA 166,2023-02-21,FORNITURAS,BINDELS,1,0.21,0.95,1.2,0.95,1.2
FRA 166,2023-02-21,FORNITURAS,BINDELS,1,0.21,0.79,1.0,0.79,1.0
FRA 166,2023-02-21,FLLOWER SOFT,VARIS,2,0.21,3.67,4.65,7.35,9.3
FRA 166,2023-02-21,TACKY GLUE,CHOPO,1,0.21,3.95,5.0,3.95,5.0
FRA 165,2023-02-21,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 165,2023-02-21,MORTER FANG,VARIS,1,0.21,1.5,1.9,1.5,1.9
FRA 165,2023-02-21,PILA,CREAL,3,0.21,1.42,1.8,4.27,5.4
FRA 165,2023-02-21,2235 LAMP. SOSTRE LED,CREAL,1,0.21,19.83,25.1,19.83,25.1
FRA 165,2023-02-21,DIY757C,STREETS AHEAD,1,0.21,2.37,3.0,2.37,3.0
FRA 164,2023-02-21,TELA,VARIS,8,0.21,1.42,1.8,11.38,14.4
FRA 164,2023-02-21,879840 PAPER PARET,CREAL,2,0.21,3.24,4.1,6.48,8.2
FRA 164,2023-02-21,24879 LAMP. SOSTRE,CREAL,1,0.21,42.5,53.8,42.5,53.8
FRA 164,2023-02-21,2429 LAMP. SOSTRE,CREAL,1,0.21,17.85,22.6,17.85,22.6
FRA 164,2023-02-21,DIORAMA 1:144,ALLAU,1,0.21,6.28,7.95,6.28,7.95
FRA 164,2023-02-21,PEANA PASTÍS,ALLAU,1,0.21,6.32,8.0,6.32,8.0
FRA 164,2023-02-21,PASTIS S. JORDI,CAROL,3,0.21,14.22,18.0,42.66,54.0
FRA 164,2023-02-21,MONES,CAROL,2,0.21,14.22,18.0,28.44,36.0
FRA 164,2023-02-21,COQUES S. JOAN,CAROL,2,0.21,14.22,18.0,28.44,36.0
FRA 164,2023-02-21,TELA,VARIS,1,0.21,1.74,2.2,1.74,2.2
FRA 164,2023-02-21,4021 CUADRE PROFUND.,CREAL,1,0.21,20.14,25.5,20.14,25.5
FRA 163,2023-02-20,27899 LLIBERIA,CREAL,1,0.21,13.83,17.5,13.83,17.5
FRA 163,2023-02-20,7372 BARANA ©,STREETS AHEAD,4,0.21,2.37,3.0,9.48,12.0
FRA 163,2023-02-20,7373 BARANA (LL),STREETS AHEAD,2,0.21,3.16,4.0,6.32,8.0
FRA 163,2023-02-20,5797 BARANA LATERAL,STREETS AHEAD,7,0.21,2.21,2.8,15.48,19.599999999999998
FRA 162,2023-02-20,72840 RELOJ MESA,CREAL,1,0.21,1.82,2.3,1.82,2.3
FRA 162,2023-02-20,72027 RELOJ PARED,CREAL,1,0.21,1.9,2.4,1.9,2.4
FRA 162,2023-02-20,PLATERO VILIA,VARIS,1,0.21,7.9,10.0,7.9,10.0
FRA 162,2023-02-20,DF979 MESA,STREETS AHEAD,1,0.21,4.5,5.7,4.5,5.7
FRA 162,2023-02-20,DEV. BEF132 MESA S/P,STREETS AHEAD,1,0.21,-4.35,-5.5,-4.35,-5.5
FRA 162,2023-02-20,DEV. 30829 2 SILLAS,CREAL,1,0.21,-3.79,-4.8,-3.79,-4.8
FRA 162,2023-02-20,DEV. MOSAICOS,VARIS,1,0.21,-12.25,-15.5,-12.25,-15.5
FRA 161,2023-02-20,27669 ARMARI,CREAL,1,0.21,14.85,18.8,14.85,18.8
FRA 161,2023-02-20,DF980 NEVERA,STREETS AHEAD,1,0.21,12.25,15.5,12.25,15.5
FRA 161,2023-02-20,DF1001 CUINA,STREETS AHEAD,1,0.21,12.09,15.3,12.09,15.3
FRA 161,2023-02-20,27119 TAULETA NIT S/P,CREAL,2,0.21,4.82,6.1,9.64,12.2
FRA 161,2023-02-20,CAIXA BLAVA,VARIS,1,0.21,3.95,5.0,3.95,5.0
FRA 161,2023-02-20,LLIT FERRO,STREETS AHEAD,1,0.21,11.06,14.0,11.06,14.0
FRA 160,2023-02-17,BATERIA,CIAF,1,0.21,26.46,33.5,26.46,33.5
FRA 159,2023-02-17,70472 TEST PENJAR,CREAL,1,0.21,5.85,7.4,5.85,7.4
FRA 159,2023-02-17,72983 SUPORT TEST,CREAL,1,0.21,2.13,2.7,2.13,2.7
FRA 159,2023-02-17,DF980 NEVERA,STREETS AHEAD,1,0.21,12.25,15.5,12.25,15.5
FRA 159,2023-02-17,25952 ENDOLL + PILA,CREAL,1,0.21,3.79,4.8,3.79,4.8
FRA 159,2023-02-17,OSITO GRIS 78015,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 159,2023-02-17,CUADRE DAMAS,WONHAM,1,0.21,4.03,5.1,4.03,5.1
FRA 159,2023-02-17,75176 MARC BLANC,CREAL,2,0.21,1.19,1.5,2.37,3.0
FRA 159,2023-02-17,76130 MARC DOBLE,CREAL,1,0.21,3.48,4.4,3.48,4.4
FRA 159,2023-02-17,797540 MANETES,CREAL,1,0.21,1.82,2.3,1.82,2.3
FRA 159,2023-02-17,79692 SÓCOL,CREAL,1,0.21,1.82,2.3,1.82,2.3
FRA 159,2023-02-17,79692 SÓCOL,CREAL,1,0.21,1.82,2.3,1.82,2.3
FRA 159,2023-02-17,BLAU CEL,VARIS,2,0.21,3.71,4.7,7.43,9.4
FRA 159,2023-02-17,L.CH. P. SIRVEL,VARIS,2,0.21,3.71,4.7,7.43,9.4
FRA 159,2023-02-17,MARBRE,STREETS AHEAD,1,0.21,3.08,3.9,3.08,3.9
FRA 158,2023-02-16,DOSIFICADOR,VARIS,1,0.21,1.19,1.5,1.19,1.5
FRA 158,2023-02-16,ARTIS ,DAYKA,3,0.21,3.32,4.2,9.95,12.600000000000001
FRA 158,2023-02-16,ARTIS METALIZADA,DAYKA,1,0.21,3.91,4.95,3.91,4.95
FRA 158,2023-02-16,MONTAJE DIORAMA,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 157,2023-02-16,KIT COSTILLA ADAN,BOSSES,1,0.21,4.74,6.0,4.74,6.0
FRA 157,2023-02-16,ESCALA CARGOL,ALLAU,1,0.21,45.82,58.0,45.82,58.0
FRA 157,2023-02-16,SÓCOL TRASERA,ALLAU,1,0.21,4.74,6.0,4.74,6.0
FRA 157,2023-02-16,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 156,2023-02-16,FLOWER SOFT WIRES,VARIS,1,0.21,1.19,1.5,1.19,1.5
FRA 156,2023-02-16,FLOWER SOFT,VARIS,1,0.21,4.11,5.2,4.11,5.2
FRA 155,2023-02-16,PAGA Y SEÑAL INSTRUMENTOS,STREETS AHEAD,1,0.21,7.9,10.0,7.9,10.0
FRA 154,2023-02-16,RAJOLA PARET,W&M,4,0.21,3.67,4.65,14.69,18.6
FRA 154,2023-02-16,RAJOLA TERRE,W&M,2,0.21,3.67,4.65,7.35,9.3
FRA 153,2023-02-15,,VARIS,1,0.21,2.13,2.7,2.13,2.7
FRA 153,2023-02-15,BALANÇA,STREETS AHEAD,1,0.21,2.53,3.2,2.53,3.2
FRA 153,2023-02-15,TU A3-0273,T.U.,1,0.21,2.37,3.0,2.37,3.0
FRA 152,2023-02-15,72031 PLANXA,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 152,2023-02-15,TAMBORET,STREETS AHEAD,1,0.21,2.77,3.5,2.77,3.5
FRA 151,2023-02-14,TACKY GLUE,CHOPO,1,0.21,4.74,6.0,4.74,6.0
FRA 151,2023-02-14,FA70801 ÚTILES COCINA,AZTEC,1,0.21,5.53,7.0,5.53,7.0
FRA 151,2023-02-14,PASTELITO,VARIS,6,0.21,1.58,2.0,9.48,12.0
FRA 151,2023-02-14,GALLETA,VARIS,5,0.21,0.4,0.5,1.98,2.5
FRA 151,2023-02-14,PASTEL,ANA,1,0.21,6.28,7.95,6.28,7.95
FRA 151,2023-02-14,VENTANA DOBLE + MARCO,ALLAU,2,0.21,6.32,8.0,12.64,16.0
FRA 151,2023-02-14,BEF132 MESA S/P,STREETS AHEAD,1,0.21,4.35,5.5,4.35,5.5
FRA 151,2023-02-14,30829 2 SILLAS,CREAL,1,0.21,3.79,4.8,3.79,4.8
FRA 151,2023-02-14,2943 AGA VERDE,STREETS AHEAD,1,0.21,10.82,13.7,10.82,13.7
FRA 151,2023-02-14,MOSAICO,VARIS,5,0.21,2.45,3.1,12.25,15.5
FRA 150,2023-02-14,BOSSA,BOSSES,1,0.21,0.08,0.1,0.08,0.1
FRA 150,2023-02-14,7288 CORTINES,STREETS AHEAD,1,0.21,4.35,5.5,4.35,5.5
FRA 150,2023-02-14,COLCHA,STOCK DRAP,1,0.21,12.64,16.0,12.64,16.0
FRA 150,2023-02-14,BEF111 TAMBORET,STREETS AHEAD,1,0.21,3.08,3.9,3.08,3.9
FRA 150,2023-02-14,D2448 CAIXES FRUITA,STREETS AHEAD,1,0.21,2.69,3.4,2.69,3.4
FRA 150,2023-02-14,CAMARERA,ALLAU,1,0.21,4.5,5.7,4.5,5.7
FRA 150,2023-02-14,JUEGOS REUNIDOS,ALLAU,1,0.21,4.74,6.0,4.74,6.0
FRA 150,2023-02-14,D2228 GERRA + PLAT,STREETS AHEAD,1,0.21,3.0,3.8,3.0,3.8
FRA 149,2023-02-14,CENEFA SOSTRE,ALLAU,1,0.21,25.28,32.0,25.28,32.0
FRA 149,2023-02-14,CENEFA SOSTRE,ALLAU,1,0.21,11.85,15.0,11.85,15.0
FRA 149,2023-02-14,ARRAMBADOR DE 14 CM.,ALLAU,1,0.21,33.18,42.0,33.18,42.0
FRA 149,2023-02-14,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 149,2023-02-14,73902 AMPOLLA,CREAL,3,0.21,1.19,1.5,3.56,4.5
FRA 149,2023-02-14,73007 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 149,2023-02-14,73903 AMPOLLES,CREAL,1,0.21,1.03,1.3,1.03,1.3
FRA 149,2023-02-14,72561 AMPOLLES,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 149,2023-02-14,MANIQUÍ 4 SILUETA,SCRAP NOLI,1,0.21,1.98,2.5,1.98,2.5
FRA 149,2023-02-14,SILUETA #6,SCRAP NOLI,1,0.21,6.32,8.0,6.32,8.0
FRA 149,2023-02-14,SILUETA #4,SCRAP NOLI,1,0.21,1.34,1.7,1.34,1.7
FRA 149,2023-02-14,SILUETA #8,SCRAP NOLI,1,0.21,4.35,5.5,4.35,5.5
FRA 149,2023-02-14,SILUETA #2,SCRAP NOLI,1,0.21,3.79,4.8,3.79,4.8
FRA 149,2023-02-14,SBA 383 DECO. METALL,VARIS,1,0.21,4.35,5.5,4.35,5.5
FRA 149,2023-02-14,CE10,VARIS,1,0.21,9.8,12.4,9.8,12.4
FRA 149,2023-02-14,CE7 MOTLLO,VARIS,1,0.21,6.87,8.7,6.87,8.7
FRA 149,2023-02-14,CE0046 MOTLLO,VARIS,1,0.21,8.85,11.2,8.85,11.2
FRA 149,2023-02-14,CE6 MOTLLO,VARIS,1,0.21,6.87,8.7,6.87,8.7
FRA 149,2023-02-14,CE0047 MOTLLO,VARIS,1,0.21,9.8,12.4,9.8,12.4
FRA 148,2023-02-14,LLIBRE 2 JACOMINIS,JACOMINIS,1,0.21,25.28,32.0,25.28,32.0
FRA 148,2023-02-14,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 147,2023-02-14,TOB 20-B,JACOMINIS,1,0.21,5.49,6.95,5.49,6.95
FRA 147,2023-02-14,TOB 20-E,JACOMINIS,1,0.21,5.49,6.95,5.49,6.95
FRA 147,2023-02-14,TACKY GLUE,CHOPO,1,0.21,3.95,5.0,3.95,5.0
FRA 146,2023-02-14,BOSSA,BOSSES,1,0.21,0.08,0.1,0.08,0.1
FRA 146,2023-02-14,DF993 WC,STREETS AHEAD,1,0.21,5.53,7.0,5.53,7.0
FRA 146,2023-02-14,29603 SRA.,CREAL,1,0.21,6.48,8.2,6.48,8.2
FRA 146,2023-02-14,269532 NENA,CREAL,1,0.21,7.03,8.9,7.03,8.9
FRA 145,2023-02-13,TULIPES LILES,CREAL,1,0.21,3.63,4.6,3.63,4.6
FRA 145,2023-02-13,CANELOBRE,STREETS AHEAD,1,0.21,1.98,2.5,1.98,2.5
FRA 145,2023-02-13,MIRALL + TISORES,STOCK DRAP,1,0.21,9.48,12.0,9.48,12.0
FRA 144,2023-02-13,GUITARRA ROCK,STREETS AHEAD,1,0.21,11.06,14.0,11.06,14.0
FRA 143,2023-02-13,PAPER STAMPERIA,VARIS,1,0.21,9.44,11.95,9.44,11.95
FRA 143,2023-02-13,GUITARRA NARANJA,STREETS AHEAD,1,0.21,12.32,15.6,12.32,15.6
FRA 142,2023-02-13,FIMO LÍQUIDO,CHOPO,1,0.21,10.11,12.8,10.11,12.8
FRA 142,2023-02-13,REGADERA ROJA,AZTEC,1,0.21,1.74,2.2,1.74,2.2
FRA 142,2023-02-13,75310 TIESTO PARED,CREAL,3,0.21,1.26,1.6,3.79,4.800000000000001
FRA 142,2023-02-13,71360 TERMÓMETRO,CREAL,1,0.21,1.5,1.9,1.5,1.9
FRA 142,2023-02-13,COPAS HELADO,AZTEC,1,0.21,4.66,5.9,4.66,5.9
FRA 142,2023-02-13,71340 SET JARDIN,CREAL,1,0.21,2.61,3.3,2.61,3.3
FRA 142,2023-02-13,AMERICANA,CHOPO,2,0.21,3.32,4.2,6.64,8.4
FRA 142,2023-02-13,22064 ARMARIO ALTO,VEGA,1,0.21,6.24,7.9,6.24,7.9
FRA 142,2023-02-13,23440 U ESTANT. DOBLE,VEGA,1,0.21,3.87,4.9,3.87,4.9
FRA 142,2023-02-13,BALDOSA  ,W&M,3,0.21,3.67,4.65,11.02,13.950000000000001
FRA 141,2023-02-10,BOSSA,BOSSES,1,0.21,0.16,0.2,0.16,0.2
FRA 141,2023-02-10,HAI 01,ALLAU,1,0.21,6.28,7.95,6.28,7.95
FRA 141,2023-02-10,75170 CUADERNS,CREAL,1,0.21,1.42,1.8,1.42,1.8
FRA 141,2023-02-10,TOB 20-B,JACOMINIS,1,0.21,5.49,6.95,5.49,6.95
FRA 140,2023-02-10,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 140,2023-02-10,879840 PAPER,CREAL,3,0.21,3.24,4.1,9.72,12.299999999999999
FRA 140,2023-02-10,PAPER HEURES,CREAL,3,0.21,3.24,4.1,9.72,12.299999999999999
FRA 140,2023-02-10,DIY763B,STREETS AHEAD,2,0.21,5.06,6.4,10.11,12.8
FRA 140,2023-02-10,RAJOLA B/N ROMB.,W&M,2,0.21,3.63,4.6,7.27,9.2
FRA 140,2023-02-10,PARQUET CLAR,STREETS AHEAD,2,0.21,14.22,18.0,28.44,36.0
FRA 139,2023-02-09,ARRAMB. LATERALS,ALLAU,1,0.21,22.12,28.0,22.12,28.0
FRA 139,2023-02-09,ARRAMB. + PORTA FALSA,ALLAU,1,0.21,17.38,22.0,17.38,22.0
FRA 139,2023-02-09,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 138,2023-02-09,ARRIMADERO + VENTANA,ALLAU,1,0.21,46.61,59.0,46.61,59.0
FRA 138,2023-02-09,ESTUCTURA P. BAJA,ALLAU,1,0.21,120.08,152.0,120.08,152.0
FRA 138,2023-02-09,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 137,2023-02-09,BOSSA,BOSSES,1,0.21,0.08,0.1,0.08,0.1
FRA 137,2023-02-09,30359 BALANÇÍ,CREAL,1,0.21,7.9,10.0,7.9,10.0
FRA 136,2023-02-09,MOBLE EDUARDIÀ,ALLAU,1,0.21,106.65,135.0,106.65,135.0
FRA 136,2023-02-09,MONTATGE DIORAMA,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 136,2023-02-09,DOSIFICADOR PLE,VARIS,1,0.21,1.58,2.0,1.58,2.0
FRA 136,2023-02-09,DOSIFICADOR BUIT,VARIS,2,0.21,1.19,1.5,2.37,3.0
FRA 135,2023-02-09,CENEFA HIDRÀULICA,W&M,1,0.21,4.98,6.3,4.98,6.3
FRA 135,2023-02-09,BALDOSA HIDRÀULICA,W&M,3,0.21,4.98,6.3,14.93,18.9
FRA 134,2023-02-08,47116 BOMBETES,CREAL,1,0.21,5.61,7.1,5.61,7.1
FRA 134,2023-02-08,24947 2 CANELOBRES,CREAL,1,0.21,10.98,13.9,10.98,13.9
FRA 134,2023-02-08,POT PLE,VARIS,2,0.21,0.71,0.9,1.42,1.8
FRA 134,2023-02-08,OSITO MARRON,CREAL,1,0.21,1.26,1.6,1.26,1.6
FRA 134,2023-02-08,FUSTA EMBOTIT,CAROL,1,0.21,18.96,24.0,18.96,24.0
FRA 133,2023-02-08,CLARINET,STREETS AHEAD,1,0.21,11.85,15.0,11.85,15.0
FRA 133,2023-02-08,TROMPETA,STREETS AHEAD,1,0.21,13.43,17.0,13.43,17.0
FRA 133,2023-02-08,VIOLÍ,STREETS AHEAD,1,0.21,13.43,17.0,13.43,17.0
FRA 132,2023-02-07,CADIRA 369570 A 44,CREAL,2,0.21,34.76,44.0,69.52,88.0
FRA 132,2023-02-07,CADIRA 369670 A 45,CREAL,2,0.21,35.55,45.0,71.1,90.0
FRA 132,2023-02-07,MONTATGE EDIFICI,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 131,2023-02-07,DUNCAN,STOCK DRAP,4,0.21,3.0,3.8,12.01,15.2
FRA 130,2023-02-07,CE11 MOTLLO,VARIS,1,0.21,9.8,12.4,9.8,12.4
FRA 130,2023-02-07,"CAIXES MOSALLS A 3,1",VARIS,96,0.21,2.45,3.1,235.1,297.6
FRA 130,2023-02-07,PRITT,VARIS,1,0.21,3.12,3.95,3.12,3.95
FRA 130,2023-02-07,390970 CHAISELONGE,CREAL,1,0.21,51.82,65.6,51.82,65.6
FRA 130,2023-02-07,EXPOSITOR BARRETS,ALLAU,1,0.21,48.98,62.0,48.98,62.0
FRA 130,2023-02-07,"PAPER WP1052 A 1,9",STREETS AHEAD,3,0.21,1.5,1.9,4.5,5.699999999999999
FRA 130,2023-02-07,ARTIS ORO VENECIA,DAYKA,1,0.21,3.87,4.9,3.87,4.9
FRA 130,2023-02-07,ARTIS ORO PURO,DAYKA,1,0.21,3.87,4.9,3.87,4.9
FRA 130,2023-02-07,MONTATGE EDIFICI,CLUB,2,0.21,15.8,20.0,31.6,40.0
FRA 129,2023-02-07,MONTAJE EDIFICIO,CLUB,1,0.21,15.8,20.0,15.8,20.0
FRA 129,2023-02-07,LADRILLOS PRIMER PISO,ALLAU,1,0.21,118.5,150.0,118.5,150.0
FRA 129,2023-02-07,41162 PAPEL,CREAL,2,0.21,3.48,4.4,6.95,8.8
FRA 129,2023-02-07,RESTO BIOMBO,ALLAU,1,0.21,10.27,13.0,10.27,13.0
FRA 129,2023-02-07,75561 BOTELLAS,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA 129,2023-02-07,75562 BOTELLAS,CREAL,1,0.21,1.19,1.5,1.19,1.5
FRA128,2023-02-07,TEJAS,STREETS AHEAD,4,0.21,7.11,9.0,28.44,36.0
FRA128,2023-02-07,9314 REPOSAPIES,STREETS AHEAD,1,0.21,7.35,9.3,7.35,9.3
FRA 127,2023-02-07,2291 LAMPARA PEU LED,CREAL,1,0.21,18.09,22.9,18.09,22.9
FRA 126,2023-02-06,CASETA-ESTANTERIA,SCRAP NOLI,1,0.21,30.81,39.0,30.81,39.0
FRA 126,2023-02-06,DEV. 27889,CREAL,1,0.21,-18.57,-23.5,-18.57,-23.5
FRA 125,2023-02-06,TORNAVIS,CREAL,2,0.21,3.91,4.95,7.82,9.9
FRA 125,2023-02-06,D123 MOTLLO MAGDALENES,STREETS AHEAD,1,0.21,1.5,1.9,1.5,1.9
FRA 125,2023-02-06,FA2SSBOWL POTS ESPECIES,AZTEC,1,0.21,6.48,8.2,6.48,8.2
FRA 125,2023-02-06,TISORES,VARIS,1,0.21,0.4,0.5,0.4,0.5
FRA 125,2023-02-06,IR16024,IRIGINALS,1,0.21,4.7,5.95,4.7,5.95
FRA 125,2023-02-06,CS07,JACOMINIS,1,0.21,7.86,9.95,7.86,9.95
FRA 125,2023-02-06,BANQUETA,STREETS AHEAD,1,0.21,3.56,4.5,3.56,4.5
FRA 125,2023-02-06,T6829 TAULA AUX.,AZTEC,1,0.21,6.71,8.5,6.71,8.5
FRA 124,2023-02-06,IMAN,VARIS,4,0.21,0.71,0.9,2.84,3.6
FRA 123,2023-02-06,BOSSA,BOSSES,1,0.21,0.2,0.25,0.2,0.25
FRA 123,2023-02-06,WP1050,STREETS AHEAD,2,0.21,1.66,2.1,3.32,4.2
FRA 123,2023-02-06,BLAU,VARIS,3,0.21,3.71,4.7,11.14,14.100000000000001
FRA 123,2023-02-06,LILA,VARIS,2,0.21,3.71,4.7,7.43,9.4
FRA 123,2023-02-06,"PAPER ""ESTUCAT""",CREAL,1,0.21,3.16,4.0,3.16,4.0
FRA 123,2023-02-06,DIY775A,STREETS AHEAD,3,0.21,4.03,5.1,12.09,15.299999999999999
FRA 123,2023-02-06,ROSA NACARAT,VARIS,1,0.21,3.71,4.7,3.71,4.7
FRA 123,2023-02-06,ROSA PALO,CREAL,3,0.21,3.71,4.7,11.14,14.100000000000001
FRA 123,2023-02-06,879979 PAPER,CREAL,1,0.21,3.79,4.8,3.79,4.8
FRA 123,2023-02-06,879843 PAPER,CREAL,1,0.21,3.24,4.1,3.24,4.1
FRA 123,2023-02-06,879923 PAPER,CREAL,2,0.21,4.74,6.0,9.48,12.0
FRA 123,2023-02-06,879980 PAPER,CREAL,4,0.21,3.79,4.8,15.17,19.2
FRA 123,2023-02-06,879837 PAPER,CREAL,2,0.21,3.24,4.1,6.48,8.2
FRA 123,2023-02-06,TELA ADHESIVA,VARIS,2,0.21,4.35,5.5,8.69,11.0
FRA 123,2023-02-06,TELA ADHESIVA,VARIS,1,0.21,4.35,5.5,4.35,5.5
FRA 122,2023-02-06,"79074 LLISTONS 1,5 X 1,5",CREAL,1,0.21,3.16,4.0,3.16,4.0
FRA 122,2023-02-06,79789 GANXOS,CREAL,1,0.21,4.27,5.4,4.27,5.4
FRA 121,2023-02-03,75195 MARC,CREAL,1,0.21,1.58,2.0,1.58,2.0
FRA 121,2023-02-03,D1957 MARCS,STREETS AHEAD,1,0.21,3.56,4.5,3.56,4.5
FRA 120,2023-02-03,LIENZO,VARIS,1,0.21,1.5,1.9,1.5,1.9
FRA 120,2023-02-03,COCA COLA ,VARIS,2,0.21,0.79,1.0,1.58,2.0
FRA 120,2023-02-03,D1715 CAZOS (X3),STREETS AHEAD,1,0.21,2.69,3.4,2.69,3.4
